#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5098.780887044771     All      0.6049725415372722         0.3510981826890358         0.4942892586400283         -0.060637371470538264     
Zeropoint     AB|DECam|DECam_z          5975.021299393459     All      1.3680586372986026         0.0836658174339533         0.11738337403330598        -0.41313071583781313      
Zeropoint     AB|DECam|DECam_g          3157.8061227035505    All      -0.26643771817462913       0.10437219692143174        0.12122034167062436        0.126194495734507         
Zeropoint     AB|DECam|DECam_r          4196.958927805029     All      -0.7202257249199362        0.4619860583952473         -0.7257013351855232        0.3527005538745169        
Check         All|All|All               All                   All      0.9863677357413091         1.0011222554396682         0.007191639158435459       0.0051269623006725        
Lambda        AB|DECam|DECam_i          5098.780887044771     All      -0.00010446975321441236    -7.435441899997241e-05     -0.0018155639459631833     -7.121072520603133e-05    
Lambda        AB|DECam|DECam_z          5975.021299393459     All      -0.0002937927380020616     -1.9996230129625266e-05    -0.00013325052055067216    8.323817151693625e-05     
Lambda        AB|DECam|DECam_g          3157.8061227035505    All      -0.0007644925609997825     0.00026214082616331236     -8.707578638540425e-06     0.00033401969019205695    
Lambda        AB|DECam|DECam_r          4196.958927805029     All      -0.0005460267454017936     0.0002595795646086075      -0.000953427056917931      0.0002198654082125878     
MWEBV         All|All|All               All                   All      -0.3464028365454772        -2.227535763497812         0.17015766634170076        -0.6051535266004958       
Redshift      All|All|All               All                   All      4.471225336729358          0.04590796140391262        5.105902064224113          -1.2136184991943784       
