Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54360.63252825658 0.7568619976472468
Redshift 0.178 0 F
Color -0.10973871313210055 0.04096617940760556
X0 9.32733434656615e-05 5.061690949301577e-06
X1 1.6499747513399312 0.64600432752621
RestFrameMag_0_UX 20.138360271155136 0.0
RestFrameMag_0_B 20.717785844298188 0.05891995415578183
RestFrameMag_0_V 20.792095429456122 0.0
RestFrameMag_0_R 20.88902040923012 0.0
CovDayMaxDayMax 0.572840083482581 -1
CovDayMaxRestFrameMag_0_B 0.009189468890941993 -1
CovDayMaxX1 0.07197752209610972 -1
CovDayMaxColor 0.002109413427352949 -1
CovRestFrameMag_0_BDayMax 0.00918946889094192 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.003471560997719432 -1
CovRestFrameMag_0_BX1 0.02370764859059043 -1
CovRestFrameMag_0_BColor 0.0006197876173423017 -1
CovX1DayMax 0.07197752209610965 -1
CovX1RestFrameMag_0_B 0.02370764859059044 -1
CovX1X1 0.41732159118259077 -1
CovX1Color 0.002777199092867786 -1
CovColorDayMax 0.0021094134273529383 -1
CovColorRestFrameMag_0_B 0.000619787617342302 -1
CovColorX1 0.0027771990928677896 -1
CovColorColor 0.001678227855256126 -1

dmu_estimate 0.1657578808564783
FirstPhase  -12.313170845996906
LastPhase  43.664596556383316
LatestNegPhase  -2.1374170259573653
EarliestPosPhase  4.644206912920236
NightsNegPhase  2
NightsPosPhase  8

salt3source   1
salt2_version   salt3-f22
