#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           4976.4586482513705    All      -0.10599293090152095       0.7022272205761126         0.037581446424450604       0.2649409803380402        
Zeropoint     AB|MEGACAMPSF|z           7012.515488230665     All      0.2968171912672056         -0.044530139943610436      0.1743764665428138         -0.10340643494933244      
Zeropoint     AB|MEGACAMPSF|g           3899.616385468719     All      -0.7177130082742802        0.4025451863938656         0.009846469179430883       0.36534435209958566       
Zeropoint     AB|MEGACAMPSF|i           6084.118873239367     All      1.5193497453057485         -0.05981425464156587       -0.22084421429220402       -0.5242409307183539       
Check         All|All|All               All                   All      0.9924609973971529         1.000428012384802          0.0009601678544912673      0.002637966769939548      
Lambda        AB|MEGACAMPSF|r           4976.4586482513705    All      -0.0002968998285246228     -0.00012789597480914296    -0.002614430574954022      -6.161991369811763e-05    
Lambda        AB|MEGACAMPSF|z           7012.515488230665     All      -0.00015852564188434582    2.046898986681354e-05      -0.00014171605448084264    5.198030367663972e-05     
Lambda        AB|MEGACAMPSF|g           3899.616385468719     All      -0.0007861164284218439     0.0003982192047103263      -0.00020876741351905247    0.00037646074836484043    
Lambda        AB|MEGACAMPSF|i           6084.118873239367     All      -0.00020845955147622713    -9.349055047328327e-08     -0.00024800995702405266    5.680413576985623e-05     
MWEBV         All|All|All               All                   All      -0.5098247726768026        -3.031786979425455         0.0031501905405573183      -0.8213454822946566       
Redshift      All|All|All               All                   All      6.300336321438152          -0.40763424597987097       9.785832289440565          -1.7483099491090115       
