#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5405.467149722808     All      1.0161736101776933         0.08650520850643773        -0.03400602392763076       -0.30434111627014365       
Zeropoint     AB|MEGACAMPSF|r           3833.935712799836     All      -1.4382272589069358        0.31580989480524124        -0.5151544439535787        0.5483586302575039         
Zeropoint     AB|MEGACAMPSF|i           4688.6555923546675    All      1.5995716343707267         0.5801939618557128         0.4709712068788284         -0.3110275625969428        
Zeropoint     AB|MEGACAMPSF|g           3002.5740426908096    All      -0.19196143108986183       0.016933133872321093       0.08875371985223401        0.07200450312115277        
Check         All|All|All               All                   All      0.9855565545516223         0.9994421990397129         0.010564458849852965       0.0049944545115701705      
Lambda        AB|MEGACAMPSF|z           5405.467149722808     All      3.8871902774288316e-05     -1.3506498646288289e-06    -4.1606364638989983e-05    -1.4958509639888852e-05    
Lambda        AB|MEGACAMPSF|r           3833.935712799836     All      -0.0020295664012141756     0.0003841128897774391      -0.0013690092034149778     0.0007251221596494341      
Lambda        AB|MEGACAMPSF|i           4688.6555923546675    All      -4.9023210126656954e-05    -6.42063498164571e-05      -0.0007584570493342223     -3.8792102751983256e-05    
Lambda        AB|MEGACAMPSF|g           3002.5740426908096    All      -0.0005763579983242255     4.820704381952835e-05      0.000220476777212692       0.00021328024775957416     
MWEBV         All|All|All               All                   All      -0.2761392158536564        -2.05614239680596          0.10818138078514611        -0.5749779582360712        
Redshift      All|All|All               All                   All      2.723016592108916          -0.45399827795833403       -1.164255577960305         -1.0868136430774633        
