#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_V 5376.82833652071 All -0.2130423984408636 0.8058669396078058 0.5508185142967257 0.35647279299912726
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_B 4445.836659551257 All -0.7432032713629553 0.826368070811629 0.8488540430262103 0.5491414808042916
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_R 6356.035857227967 All 1.0159237771851406 -0.2572622082957623 -0.3383842856403686 -0.42981909857121614
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_I 7875.272852380868 All 0.346687590788296 -0.0998825106778316 0.10550910612205067 -0.140754186947038
Check All|All|All All All 0.406365698169618 1.2750902914458409 1.1667973778046181 0.3350409882851647
