#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4739.544437060749     All      0.5461351956688678         0.773237059893539          2.093555412321246         0.16740031130706248        
Zeropoint     AB|DECam|DECam_g          3566.0492989392587    All      -0.9276489569975638        0.2347819373737181         -0.8231190200037888       0.3419099637233755         
Zeropoint     AB|DECam|DECam_z          6747.475838575879     All      0.3735978544279407         -0.0032915058380211804     -0.052160690702583744     -0.1250929559909498        
Zeropoint     AB|DECam|DECam_i          5757.954510558735     All      1.003438241016523          -0.0055308643810647595     -1.2139252152005662       -0.38282633872314836       
Check         All|All|All               All                   All      0.995522334115768          0.9991966270481711         0.004350486414307131      0.0013909803163398293      
Lambda        AB|DECam|DECam_r          4739.544437060749     All      -2.8371214609903555e-05    6.773519492850458e-06      -0.000552559388521689     -1.3210391571569181e-05    
Lambda        AB|DECam|DECam_g          3566.0492989392587    All      -0.002113880822797736      0.0004990239717391743      -0.0019707916116936865    0.0007631616754836727      
Lambda        AB|DECam|DECam_z          6747.475838575879     All      -0.00020669038302690036    -4.086905233288593e-06     -5.856530888272788e-05    6.338111741911337e-05      
Lambda        AB|DECam|DECam_i          5757.954510558735     All      -0.0002566321777277276     -1.1015247972121795e-05    6.515619407763515e-05     8.291313626848267e-05      
MWEBV         All|All|All               All                   All      -0.487560309329262         -2.7026582186330472        -0.09853389661743572      -0.7259273788730861        
Redshift      All|All|All               All                   All      6.66259795349298           0.5116000989890068         8.195716651790818         -1.6378451704262642        
