#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          4739.544437060749     All      0.5809936753220794         0.7949274561052988         2.24587954823382          0.16990855989943085       
Zeropoint     AB|DECam|DECam_g          3566.0492989392587    All      -0.9468509253742321        0.2072663892681348         -0.9147794519236085       0.33511157320157414       
Zeropoint     AB|DECam|DECam_z          6747.475838575879     All      0.3832235183934232         -0.0016195047518152705     -0.06501246238120872      -0.12825724120243132      
Zeropoint     AB|DECam|DECam_i          5757.954510558735     All      0.9777846987670618         -0.0011762761650047082     -1.2589365927670904       -0.37506035444337393      
Check         All|All|All               All                   All      0.9951509671083324         0.9993980644566136         0.0071510411619124525     0.0017025374551997707     
Lambda        AB|DECam|DECam_r          4739.544437060749     All      -7.488227439811677e-05     -2.0226733435373747e-05    -0.0006275536510610449    -1.020172939173294e-05    
Lambda        AB|DECam|DECam_g          3566.0492989392587    All      -0.0021596764999389064     0.0003830685545080457      -0.002713963251414571     0.0007071440029326241     
Lambda        AB|DECam|DECam_z          6747.475838575879     All      -0.00017158722391501832    1.6491778158535718e-05     0.00010893106693038101    6.612461180554276e-05     
Lambda        AB|DECam|DECam_i          5757.954510558735     All      -0.00029764504778825515    -6.17629554130526e-05      -0.0003624648167825137    6.065941774462482e-05     
MWEBV         All|All|All               All                   All      -0.4884886514561617        -2.6996236316797706        -0.06789039318759738      -0.7232690436776253       
Redshift      All|All|All               All                   All      7.0807319793367665         0.8353178879652035         9.548178238755812         -1.608245495981113        
