#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6391.275416323727    All      3.0145157286245077        -1.097752771825533       0.5680981051626711        -1.314149530958552        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5337.177569243221    All      -2.017391514652404        2.1019949914164116       -0.565118869817521        1.3166010491543374        
Check         All|All|All                            All                  All      0.997124213972103         1.0042422195908784       0.0029792353451500997     0.0024515181957853738     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6391.275416323727    All      -0.0012203286687012481    0.0004926875269024723    -0.0007171839139630135    0.0005259811072934162     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5337.177569243221    All      -0.0002751672535980187    6.933025886372335e-05    -0.0019015701578805483    2.7355830889937116e-05    
MWEBV         All|All|All                            All                  All      -0.5531594616898459       -3.0715584944518426      -0.0022394977276702986    -0.8204253563357289       
Redshift      All|All|All                            All                  All      6.265534947990293         0.10639392580902296      6.316848302948616         -1.724342933119645        
