#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                    dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6391.275416323727    All      3.1307343867866773        -1.175398479653822        2.3381844878840763       -1.2983067073616876       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5337.177569243221    All      -2.1497278964518713       2.1774728335664406        -2.398558805213713       1.3024749751478937        
Check         All|All|All                            All                  All      0.9810064903348059        1.0020743539126187        -0.06037431732963672     0.004168267786206048      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6391.275416323727    All      -0.0005171485295157711    0.00040889155265755225    -0.001448607294428039    0.00023699703023996157    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5337.177569243221    All      -0.0007321620466950939    0.0002950986379744781     -0.003447180105022049    0.00018078078510799718    
MWEBV         All|All|All                            All                  All      -0.5572577857492362       -3.071763175919351        -0.051954426806011256    -0.8213756177988724       
Redshift      All|All|All                            All                  All      5.298351606778341         -0.5871149167232304       9.752751902877765        -1.481869548145706        
