#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            5115.268015129218     All      0.8657087010478552         0.379791552807518          0.6354937789241344         -0.12992003274518923       
Zeropoint     AB|SDSS|SDSS_z            7375.03602280873      All      0.06451100990675167        0.0012721312034003063      0.032656273315634365       -0.01914168379775552       
Zeropoint     AB|SDSS|SDSS_i            6203.156526138714     All      1.1915733040670702         0.045948520232919066       -0.13135933791446064       -0.37902964597017336       
Zeropoint     AB|SDSS|SDSS_g            3914.6429009951908    All      -1.1244223063531347        0.5716686777704538         -0.5412580748732854        0.5283187712918399         
Check         All|All|All               All                   All      0.9973707086685422         0.9986808820142912         -0.0044673605479772505     0.00022740877872184928     
Lambda        AB|SDSS|SDSS_r            5115.268015129218     All      -7.3346584001314605e-06    -3.2638259092248214e-05    -0.0018778589793311468     -9.204243676237262e-05     
Lambda        AB|SDSS|SDSS_z            7375.03602280873      All      -2.4641115494306044e-05    -1.341850227264054e-06     -2.0784277089987385e-05    6.661830392740625e-06      
Lambda        AB|SDSS|SDSS_i            6203.156526138714     All      -7.956380238661117e-05     -3.195356799796172e-05     -0.0006575374950584091     -1.3834658773404756e-05    
Lambda        AB|SDSS|SDSS_g            3914.6429009951908    All      -0.0012280878169255273     0.00061679523810404        -0.000638150703489949      0.0005724613708962359      
MWEBV         All|All|All               All                   All      -0.5628101017232159        -3.2042074147982547        0.029879664851906185       -0.8590566120489668        
Redshift      All|All|All               All                   All      6.228536170898136          0.6361929531854216         5.564069639576696          -1.5733112954692856        
