#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4572.004272660733     All      1.4409048859123552        0.47347950283160856        1.0635631321540675         -0.26766033679988255       
Zeropoint     AB|MEGACAMPSF|i           3969.2250496811394    All      0.7428808554303776        0.5866498600063608         -1.271144583689747         -0.1076149196708509        
Zeropoint     AB|MEGACAMPSF|r           3245.878478869393     All      -1.1896921513217456       -0.06262420691811599       0.20578525779375995        0.37630635984409605        
Check         All|All|All               All                   All      0.9940935900209872        0.9975051559198533         -0.0017961937419195828     0.0010311033733625963      
Lambda        AB|MEGACAMPSF|z           4572.004272660733     All      1.7787343051288003e-05    1.9697177417252748e-06     -0.00032190590364273533    -1.9517502966976376e-05    
Lambda        AB|MEGACAMPSF|i           3969.2250496811394    All      0.0003466085176070876     0.00037306821518995754     -0.0015632010778624346     -6.113969058119989e-05     
Lambda        AB|MEGACAMPSF|r           3245.878478869393     All      -0.0022232417544392883    -0.00015236899094378805    -0.0005506080853926291     0.0006499802787611434      
MWEBV         All|All|All               All                   All      -0.5069263341749219       -1.6202536473608475        0.16290977032348414        -0.3553774184532926        
Redshift      All|All|All               All                   All      4.56687591557742          0.8105024396071414         3.0908383886341384         -1.0856445005626714        
