#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_i 7101.294705643304 All 0.8682940727847367 -0.03826965440233199 1.363593795960921 -0.23444670265160342
Zeropoint AB|SDSS|SDSS_z 8442.84745065115 All 0.6731223236333259 0.38048430651820375 -0.3309452698867503 -0.11009039709759186
Zeropoint AB|SDSS|SDSS_r 5855.893772907087 All -2.3932985985129878 -0.7948134637050446 -3.218930407418261 0.3770331169353881
Zeropoint AB|SDSS|SDSS_u 3408.0698308718765 All 0.24445302406532804 0.16054013995818828 1.3283492312568628 0.03194493829806204
Zeropoint AB|SDSS|SDSS_g 4481.4334105841735 All 0.18095731667453605 0.3007800232749167 -2.5826548287576356 -0.07622182571316463
Check All|All|All All All -0.42647186135506115 0.008721351643932174 -3.440587478844863 -0.011780870228909765
