Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54325.35746000674 3.1999559603113203
Redshift 0.0597602 0 F
Color -0.08795746350054365 0.06802378053952939
X0 0.0014007354624059945 0.0002838915657068706
X1 -1.10731583906993 0.6169275965130933
RestFrameMag_0_UX 17.333515632000054 0.0
RestFrameMag_0_B 17.777440616401996 0.2200496520477768
RestFrameMag_0_V 17.853442118080906 0.0
RestFrameMag_0_R 17.893834805777033 0.0
CovDayMaxDayMax 10.239718147931946 -1
CovDayMaxRestFrameMag_0_B 0.5738015241023701 -1
CovDayMaxX1 0.5820992920023642 -1
CovDayMaxColor -0.1574497290720392 -1
CovRestFrameMag_0_BDayMax 0.5738015241023703 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.04842184936634764 -1
CovRestFrameMag_0_BX1 0.10003169489560183 -1
CovRestFrameMag_0_BColor -0.008880493139768568 -1
CovX1DayMax 0.5820992920023647 -1
CovX1RestFrameMag_0_B 0.10003169489560186 -1
CovX1X1 0.38059965933942197 -1
CovX1Color -0.01914191386523776 -1
CovColorDayMax -0.15744972907203905 -1
CovColorRestFrameMag_0_B -0.008880493139768558 -1
CovColorX1 -0.019141913865237746 -1
CovColorColor 0.004627234718890057 -1

dmu_estimate 0.444086991769958
FirstPhase  30.13343678434449
LastPhase  34.9016022617812
LatestNegPhase  1000
EarliestPosPhase  30.13343678434449
NightsNegPhase  0
NightsPosPhase  2

salt3source   1
salt2_version   salt3-f22
