#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7715.072834146212     All      0.07794403759267715        0.003009900312811453       0.16371181547179403       -0.01710280734860909      
Zeropoint     AB|SDSS|SDSS_i            6489.162121074396     All      1.068730394224673          0.0831442342114741         2.0887700931511657        -0.2278256212545568       
Zeropoint     AB|SDSS|SDSS_r            5351.114920774395     All      0.6459705364917843         0.2573819593793658         -2.829798342836648        -0.2528569869970812       
Zeropoint     AB|SDSS|SDSS_g            4095.1332315457885    All      -0.6867862041394449        0.6059316227837286         0.42888683578034165       0.4402199750570294        
Zeropoint     AB|SDSS|SDSS_u            3114.293740674542     All      -0.11128770196830187       0.052105692848414265       0.1934087499837071        0.06185354839234007       
Check         All|All|All               All                   All      0.9945710622013877         1.0015734095357942         0.04497915155036003       0.004288107849122411      
Lambda        AB|SDSS|SDSS_z            7715.072834146212     All      -2.2508594040541e-06       5.3096720286003294e-08     3.635356122287671e-07     7.666972323177344e-07     
Lambda        AB|SDSS|SDSS_i            6489.162121074396     All      -0.00032972636659219835    -3.0453954807777593e-05    -0.0008555772094364753    5.9302388954926266e-05    
Lambda        AB|SDSS|SDSS_r            5351.114920774395     All      0.00020088952552643893     6.96910263074684e-05       -0.0005555392098567593    -6.752683093464057e-05    
Lambda        AB|SDSS|SDSS_g            4095.1332315457885    All      -0.0006054889399543824     0.0003024713365349163      -0.001851319361911149     0.00021313665273858999    
Lambda        AB|SDSS|SDSS_u            3114.293740674542     All      -8.591057648778584e-05     3.692715719840096e-05      9.857172194535951e-05     4.441109432987005e-05     
MWEBV         All|All|All               All                   All      -0.8023744371255064        -3.329790696514223         0.40514827622406474       -0.805182718418899        
Redshift      All|All|All               All                   All      5.384994342092363          -0.41089233215316767       7.881188898443731         -1.5362097052634331       
