Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54057.384851282986 0.3613596431952802
Redshift 0.159729 0 F
Color 0.019553921771474712 0.027390361610048063
X0 0.00011963569944470483 3.5816598059261227e-06
X1 -1.9260752260537868 0.723097148377448
RestFrameMag_0_UX 20.17009927479329 0.0
RestFrameMag_0_B 20.449229911268596 0.03250482709150145
RestFrameMag_0_V 20.423391008675193 0.0
RestFrameMag_0_R 20.390034181430913 0.0
CovDayMaxDayMax 0.13058079173022022 -1
CovDayMaxRestFrameMag_0_B 0.005946620475775347 -1
CovDayMaxX1 0.15833205313460888 -1
CovDayMaxColor 0.004767311981894328 -1
CovRestFrameMag_0_BDayMax 0.005946620475775332 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0010565637842484068 -1
CovRestFrameMag_0_BX1 0.01675864161480995 -1
CovRestFrameMag_0_BColor 0.0006702313125156849 -1
CovX1DayMax 0.1583320531346087 -1
CovX1RestFrameMag_0_B 0.016758641614809958 -1
CovX1X1 0.522869485991597 -1
CovX1Color 0.011703492424348651 -1
CovColorDayMax 0.004767311981894321 -1
CovColorRestFrameMag_0_B 0.0006702313125156845 -1
CovColorX1 0.011703492424348635 -1
CovColorColor 0.0007502319091291947 -1

dmu_estimate 0.09259085091559788
FirstPhase  -7.8736327909237795
LastPhase  5.053073361975389
LatestNegPhase  -1.835082405449562
EarliestPosPhase  0.7472476044074058
NightsNegPhase  4
NightsPosPhase  3

salt3source   1
salt2_version   salt3-f22
