#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CalanTololo
@BAND  Bessell12_I
@MAGSYS  Linear_AB11_off
48904.33999999985  15.771  0.031
48904.33999999985  15.768  0.03
48905.220000000205  15.691  0.03
48905.37000000011  15.681  0.031
48906.330000000075  15.646  0.03
48908.20999999996  15.557  0.03
48908.37000000011  15.556  0.03
48915.20999999996  15.73  0.03
48915.20999999996  15.726  0.031
48916.330000000075  15.888  0.064
48919.20999999996  15.906  0.03
48920.14999999991  15.989  0.038
48920.14999999991  16.006  0.199
48922.14000000013  16.134  0.031
48924.169999999925  16.338  0.035
48925.33999999985  16.379  0.03
48934.10000000009  16.458  0.031
48940.10999999987  16.314  0.03
48941.16000000015  16.297  0.03
48946.200000000186  16.322  0.034
48963.22999999998  17.211  0.032
48969.20999999996  17.475  0.031
48975.279999999795  17.748  0.033
48978.16000000015  17.841  0.033
48979.14999999991  17.897  0.033
48987.27000000002  18.237  0.041
48998.14000000013  18.637  0.039
49012.12999999989  19.168  0.043
49016.189999999944  19.322  0.054
49026.10999999987  19.318  0.102
49239.31999999983  22.935  0.21
