#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|PS|PS_r                4078.4705104217246    All      -0.9571701308435882        0.36530504127085806        -1.1905432987389164        0.37764519224339244       
Zeropoint     AB|PS|PS_g                3211.5657720539352    All      -0.41507659289158255       0.07934604967871906        -0.06381593504326769       0.1582019086219459        
Zeropoint     AB|PS|PS_i                4939.911089809485     All      1.6122429183784925         0.5437275426029231         2.9187518160234855         -0.2178001227949029       
Zeropoint     AB|PS|PS_z                5677.163214213141     All      0.7464718290306853         0.010733751285840754       -1.681097054021026         -0.3146737375067509       
Check         All|All|All               All                   All      0.986468023674007          0.999112384838341          -0.01670447177972445       0.0033732405636845986     
Lambda        AB|PS|PS_r                4078.4705104217246    All      -0.0005321277313753046     0.00018655083317382386     -0.0009623347495918356     0.00019115267226548762    
Lambda        AB|PS|PS_g                3211.5657720539352    All      -0.0010252047255967585     0.0001864944516420399      -0.00037840016191979494    0.00037780402444813896    
Lambda        AB|PS|PS_i                4939.911089809485     All      -0.00047030390832610627    -0.00014582240058196697    -0.0018359255469779067     2.3765377136210435e-05    
Lambda        AB|PS|PS_z                5677.163214213141     All      0.00017133778131395736     1.3321639102532745e-05     0.00018886507691696786     -4.304287513804561e-05    
MWEBV         All|All|All               All                   All      -0.38074984166042825       -2.2652875849882292        0.07160685008267659        -0.6106604576112294       
Redshift      All|All|All               All                   All      5.8991468219409064         0.7170917739472316         7.689460430377023          -1.3448205110853495       
