#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          3707.98431487874     All      -0.7444997602448518        0.42077364587651545        -0.0023647555424682522    0.37946235655115607       
Zeropoint     AB|DECam|DECam_z          7016.037210115079    All      0.5997123588736639         0.022698468257331683       0.5158267557074301        -0.16493342836625874      
Zeropoint     AB|DECam|DECam_i          5987.131197902361    All      0.8978330099192361         0.07412482591639957        -0.3215807745215133       -0.282659527723871        
Zeropoint     AB|DECam|DECam_r          4928.186617475977    All      0.24282900670707985        0.48106559324665454        -0.1897279507641418       0.06913480693318803       
Check         All|All|All               All                  All      0.9958746152551282         0.9986625332969012         0.0021532748793066936     0.0010042073942143764     
Lambda        AB|DECam|DECam_g          3707.98431487874     All      -0.0013040045088259504     0.000595264488192047       -0.0009561866691187096    0.0005759841769865584     
Lambda        AB|DECam|DECam_z          7016.037210115079    All      -0.00040056836013381054    -2.143016889632698e-05     -0.0004952769612080888    0.00010139584610813531    
Lambda        AB|DECam|DECam_i          5987.131197902361    All      -0.00010906295369794273    -1.2135381175639836e-05    -6.921604191277647e-05    2.84837051401474e-05      
Lambda        AB|DECam|DECam_r          4928.186617475977    All      -0.00019914269047000105    -7.04771930980813e-05      -0.0017760455896447844    -3.734617212033087e-05    
MWEBV         All|All|All               All                  All      -0.46913331046845697       -2.8425399344193636        0.10492277752082904       -0.7684143985115808       
Redshift      All|All|All               All                  All      7.051227699914918          -0.10889971155663147       7.897395532305556         -1.9798645679301916       
