#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                    
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7484.116350964993     All      0.5978301294560437         -0.14006180686383374       0.2187812518146321         -0.23059247714047976     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4310.671485312369     All      -0.9301941498832879        0.7030400985728491         0.03011922630844632        0.5333422092704867       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6142.9664248602385    All      1.2668835872095094         -0.113188984687973         -0.05262578951513365       -0.45188348699057196     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5330.981862923863     All      0.06169630742279325        0.5490671157623694         -0.19495870684076225       0.15005259462618625      
Check         All|All|All                                All                   All      0.9962158742050586         0.9988564227834118         0.0013159817671825336      0.0009188397656212377    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7484.116350964993     All      -0.0001791282091129033     9.119372915020443e-06      -0.0003173374564334117     4.715711742558512e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4310.671485312369     All      -0.0003818385252724955     0.0002012469959328937      -0.0004989544963924926     0.0001676640896415693    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6142.9664248602385    All      -0.00029970335886543044    -1.3673394795754439e-05    -0.00036294134151363875    7.697296426133795e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5330.981862923863     All      -8.42308406801481e-06      0.00010215281970139391     -0.0007165148215118931     4.043444046345067e-06    
MWEBV         All|All|All                                All                   All      -0.8411051079377145        -4.010666887807979         0.03119478805668249        -1.0310384670705208      
Redshift      All|All|All                                All                   All      5.704335668958276          -0.49926183290809334       -0.8234139917667488        -2.057460983302415       
