Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53286.99182494768 1.4027686466348455
Redshift 0.6329 0 F
Color -0.18944680743373302 0.10989618878778296
X0 7.268700387230589e-06 4.3857114927679404e-07
X1 -0.030705092792735585 0.6933943955522524
RestFrameMag_0_UX 22.875850511372718 0.0
RestFrameMag_0_B 23.487679904116558 0.06551000175612157
RestFrameMag_0_V 23.658177871369457 0.0
RestFrameMag_0_R 23.77185656847496 0.0
CovDayMaxDayMax 1.967759875981756 -1
CovDayMaxRestFrameMag_0_B 0.03230323884495531 -1
CovDayMaxX1 -0.07416182957302814 -1
CovDayMaxColor 0.017670525824829468 -1
CovRestFrameMag_0_BDayMax 0.032303238844955263 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.00429156033008705 -1
CovRestFrameMag_0_BX1 0.02455900551493456 -1
CovRestFrameMag_0_BColor -0.00019022600935844725 -1
CovX1DayMax -0.07416182957302839 -1
CovX1RestFrameMag_0_B 0.02455900551493455 -1
CovX1X1 0.4807957877832734 -1
CovX1Color 0.010246044177024138 -1
CovColorDayMax 0.017670525824829603 -1
CovColorRestFrameMag_0_B -0.00019022600935844478 -1
CovColorX1 0.010246044177024132 -1
CovColorColor 0.012077172310080032 -1

dmu_estimate 0.35555610744858307
FirstPhase  -11.6271816692291
LastPhase  38.60969750279876
LatestNegPhase  -2.38515827526741
EarliestPosPhase  0.11040177127822409
NightsNegPhase  2
NightsPosPhase  11

salt3source   1
salt2_version   salt3-f22
