#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7878.36982319271      All      0.16289589782607883        -0.007803622298929724      0.2416087853512522        -0.04482055913090782      
Zeropoint     AB|SDSS|SDSS_u            3180.2107840766066    All      -0.14912892244483414       0.08395207194329402        0.24756637639261753       0.08696989835632468       
Zeropoint     AB|SDSS|SDSS_i            6626.511522510515     All      1.1551125376935985         0.01755479526686088        2.1763007471680758        -0.27342167428817954      
Zeropoint     AB|SDSS|SDSS_r            5464.376450949042     All      0.6966756526738679         0.25230133929259324        -2.2441018118718734       -0.24489129042596786      
Zeropoint     AB|SDSS|SDSS_g            4181.810692774148     All      -0.872627908976718         0.6564976965588443         -0.38742881455570666      0.4807973478636582        
Check         All|All|All               All                   All      0.9929272567719929         1.0025022807626627         0.03394528248436546       0.004633722374927651      
Lambda        AB|SDSS|SDSS_z            7878.36982319271      All      -9.630120143919659e-08     1.6084061139160568e-06     1.5507213936052558e-05    1.2472949917245777e-06    
Lambda        AB|SDSS|SDSS_u            3180.2107840766066    All      -0.00010115974165222775    4.313373622153141e-05      3.968301920927921e-05     4.877200374769721e-05     
Lambda        AB|SDSS|SDSS_i            6626.511522510515     All      -0.0003694518807822682     -2.9835662281117618e-06    -0.0006749530251731994    8.925073293336423e-05     
Lambda        AB|SDSS|SDSS_r            5464.376450949042     All      0.00021816199896672228     5.5861445456422447e-05     -0.0009078990930601538    -9.338199650147913e-05    
Lambda        AB|SDSS|SDSS_g            4181.810692774148     All      -0.000656406441502044      0.00038602197446571657     -0.0013968302262608676    0.00027721911236808526    
MWEBV         All|All|All               All                   All      -0.702950028079389         -3.4580722878169823        0.5663699103988454        -0.8721594729683881       
Redshift      All|All|All               All                   All      2.9598155640673327         -0.5520999464129872        4.773358257085995         -0.9309333645796544       
