#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_V
@MAGSYS  Linear_AB11_off
52892.47  12.561  0.01
52893.41  12.605  0.01
52896.52  12.66  0.013
52897.51  12.75  0.013
52898.52  12.807  0.012
52899.52  12.864  0.01
52901.44  13.054  0.01
52902.48  13.121  0.014
52903.46  13.15  0.01
52904.49  13.264  0.01
52906.48  13.358  0.01
52910.47  13.644  0.01
52912.47  13.846  0.014
52914.46  14.022  0.01
52916.46  14.175  0.01
52919.42  14.424  0.011
52921.4  14.513  0.011
52925.43  14.691  0.022
52928.42  14.78  0.01
52930.42  14.837  0.011
52932.37  14.9  0.01
52934.41  14.945  0.01
52936.4  15.045  0.012
52939.36  15.123  0.01
52942.36  15.228  0.012
52945.38  15.294  0.01
52948.32  15.409  0.012
52954.36  15.563  0.017
52959.33  15.674  0.014
52962.34  15.793  0.015
52965.31  15.874  0.018
52970.3  16.03  0.017
52976.28  16.199  0.04
52990.26  16.619  0.035
52995.24  16.69  0.04
53001.21  16.841  0.034
53010.2  17.096  0.048
53013.19  17.208  0.091
53017.18  17.231  0.024
53020.16  17.272  0.026
53023.13  17.357  0.027
53026.15  17.393  0.039
