#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
52892.47  12.828  0.026
52893.41  12.859  0.023
52896.52  13.046  0.023
52897.51  13.18  0.021
52898.52  13.264  0.023
52899.52  13.289  0.025
52901.44  13.33  0.02
52902.48  13.323  0.021
52903.46  13.317  0.019
52904.49  13.277  0.02
52906.48  13.219  0.018
52910.47  13.137  0.021
52912.47  13.186  0.023
52914.46  13.307  0.023
52916.46  13.512  0.022
52919.42  13.734  0.024
52921.4  13.913  0.026
52925.43  14.143  0.031
52928.42  14.343  0.019
52930.42  14.428  0.026
52932.37  14.566  0.023
52934.41  14.629  0.018
52936.4  14.735  0.025
52939.36  14.9  0.02
52942.36  15.068  0.023
52945.38  15.205  0.025
52948.32  15.323  0.036
52959.33  15.846  0.033
52962.34  15.929  0.032
52970.3  16.308  0.046
52976.28  16.511  0.066
52990.26  16.854  0.087
52995.24  17.053  0.091
53001.21  17.465  0.08
53010.2  17.304  0.1
53017.18  17.577  0.082
53020.16  17.708  0.111
53023.13  17.715  0.073
53026.15  17.797  0.093
