#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4847.74207162703     All      -2.3834175061341547       1.4839479751383777        -0.6060311617709369        1.2326837824462262       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5805.175923997096    All      3.380076791188464         -0.48110781427457283      0.6041295466119534         -1.2307553282010422      
Check         All|All|All                            All                  All      0.996659285054309         1.002840160863805         -0.0019016151589834607     0.0019284542451840636    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4847.74207162703     All      -0.0006410306015445985    -4.563522493159423e-05    -0.002353685241057779      8.89056998658269e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5805.175923997096    All      -0.0011333632345447537    0.00015472674843384555    -0.00027053419435927564    0.000407500585782208     
MWEBV         All|All|All                            All                  All      -0.3604634413802241       -2.71349922314581         -0.02115102127264734       -0.7674050396351592      
Redshift      All|All|All                            All                  All      6.615311175077487         1.5220299293922324        8.725465489054896          -1.2696718155324866      
