#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_I 6852.501477295542 All 3.0993941337284148 -1.3956227281468045 2.063614695405998 -1.372085227558501
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_R 5722.334713415413 All -2.451298772431792 2.7458534041242864 -4.7507272061134636 1.4808803092242782
Check All|All|All All All 0.6480953612966229 1.3502306759774818 -2.6871125107074656 0.10879508166577723
