#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6852.501477295542    All      2.980418757972254         -1.6630734490977517        0.02959463716692589       -1.5112175054651913        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5722.334713415413    All      -1.9844025072206928       2.6691606180740735         -0.02892480813103902      1.5145278262478221         
Check         All|All|All                            All                  All      0.9960162507515616        1.0060871689763218         0.0006698290358868701     0.0033103207826308267      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6852.501477295542    All      -0.0020101476140737774    0.0010993207858282581      -2.647757253759089e-05    0.0010116745838646209      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5722.334713415413    All      0.00014525328960419073    -0.00020105279889491687    -5.434337139700263e-05    -0.00011522838123143223    
MWEBV         All|All|All                            All                  All      -0.5527620125380355       -3.4448650635638955        0.0011207816729189768     -0.9420030957448438        
Redshift      All|All|All                            All                  All      8.299125382102966         -4.256118782481977         -9.680779410443177        -4.521664802545818         
