#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|PS|PS_g                4801.4296305933085    All      -1.108613710557968         1.2528329084124046         0.27182859903680984        0.7813313149962265         
Zeropoint     AB|PS|PS_z                8487.604367823466     All      0.4036674235190667         -0.09564465606359818       0.2464371198952684         -0.1516450143833919        
Zeropoint     AB|PS|PS_r                6097.489681401117     All      1.1858442239336118         -0.0373610617628195        -0.9160217238537389        -0.43931604620990017       
Zeropoint     AB|PS|PS_i                7385.380578377086     All      0.5195733177612964         -0.12128555226142979       0.4025741734802598         -0.1907837811908569        
Check         All|All|All               All                   All      1.0004712546560073         0.9985416383245571         0.0048181685585991785      -0.00041352678792247466    
Lambda        AB|PS|PS_g                4801.4296305933085    All      -0.00032327068417388146    8.857198192573689e-05      -0.00016687870759717326    0.0001267036752960279      
Lambda        AB|PS|PS_z                8487.604367823466     All      0.0005050250397772065      -0.00011730662548617394    0.0003657070062576987      -0.0001863940734221745     
Lambda        AB|PS|PS_r                6097.489681401117     All      -0.0002268318707397673     -2.8749292928696472e-05    -0.0007961453656611147     2.899370121025997e-05      
Lambda        AB|PS|PS_i                7385.380578377086     All      -4.351035855574936e-05     -2.8701523344194012e-05    -0.0005624530194371715     -2.0275970179588645e-05    
MWEBV         All|All|All               All                   All      -0.6844978904074566        -4.076026597797178         0.14691163563418053        -1.0981764864194914        
Redshift      All|All|All               All                   All      5.239037083556475          0.8817287737725721         5.768460233312836          -1.1618987810488746        
