#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4286.188347377761    All      1.4262754088499623        0.7451999318844216         -0.27028646316901433       -0.23391033303573155       
Zeropoint     AB|MEGACAMPSF|z           4934.944959164826    All      1.2662286126004385        0.21897349475121786        0.2879885770233928         -0.32827383804463056       
Zeropoint     AB|MEGACAMPSF|r           3499.357293451512    All      -1.69388850205875         0.034695747213397965       -0.01991132875953208       0.5621682075674567         
Check         All|All|All               All                  All      0.998615519391651         0.9988691738490374         -0.0022092149051536024     -1.5963512905448063e-05    
Lambda        AB|MEGACAMPSF|i           4286.188347377761    All      -3.748115808291358e-05    -0.00016813988238678003    -0.0021545852673547        -0.00013870908987995454    
Lambda        AB|MEGACAMPSF|z           4934.944959164826    All      -4.911078371840182e-05    -1.5321789451213793e-05    -0.00018150470441600936    2.9064657205846054e-06     
Lambda        AB|MEGACAMPSF|r           3499.357293451512    All      -0.0027064363359880763    1.2359367815557346e-05     -0.0007184091588915579     0.0008535419052232868      
MWEBV         All|All|All               All                  All      -0.296742792198297        -1.7959942199011536        0.017476628625666964       -0.48757561224141377       
Redshift      All|All|All               All                  All      7.153642729588756         0.9982143041462166         -1.79934212871177          -2.0853219208716784        
