#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            4493.080767415847     All      0.8435078145042744         0.5352308772296865         1.2689163455829877         -0.0437900318989311       
Zeropoint     AB|SDSS|SDSS_g            3438.4917227681476    All      -0.9970371917448102        0.19725548873470444        -0.49586237563898633       0.3668923566830533        
Zeropoint     AB|SDSS|SDSS_z            6477.98559431766      All      0.1417163668178139         0.026412669208575323       0.1401346891699028         -0.03130464012800062      
Zeropoint     AB|SDSS|SDSS_i            5448.6457410306175    All      1.0078005664487522         0.239800214489172          -0.913449941919557         -0.29092605667835814      
Check         All|All|All               All                   All      0.9959875560260301         0.9986992496621383         -0.00026128280565285156    0.0008716279777634672     
Lambda        AB|SDSS|SDSS_r            4493.080767415847     All      -0.0005396548732065083     -0.00022362620879220303    -0.003249259896893267      -4.205861285344378e-05    
Lambda        AB|SDSS|SDSS_g            3438.4917227681476    All      -0.0013616363216152462     0.00024721396570511443     -0.0013499534194962364     0.00046381324718220725    
Lambda        AB|SDSS|SDSS_z            6477.98559431766      All      -3.5246052583393404e-05    -6.874614924162517e-06     -4.46880586309629e-05      7.247287826315625e-06     
Lambda        AB|SDSS|SDSS_i            5448.6457410306175    All      0.00014720268549324773     3.5203461104114934e-05     -0.00033144411765740044    -5.127266075185559e-05    
MWEBV         All|All|All               All                   All      -0.7095089419390892        -2.622786954481704         -0.15299012038358073       -0.6300448400766011       
Redshift      All|All|All               All                   All      5.423473941724159          0.9920699372381492         8.318756419021822          -1.072226180807824        
