#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5296.355723487391    All      3.5185376600945464        0.011824176664987363       0.2523045401390922         -1.1309927561662878        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4422.840376105936    All      -2.5223280422934637       0.9903809751023118         -0.2544335789862462        1.1328506896008665         
Check         All|All|All                            All                  All      0.9962096178010823        1.0022051517672992         -0.0021290388471539856     0.0018579334345787402      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5296.355723487391    All      0.0010817324677986205     -5.906064697118246e-05     -0.0013298510082118404     -0.00043093899117095284    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4422.840376105936    All      -0.0003600954458691515    -3.0267149072016463e-05    -0.001822530782344907      2.610474906054814e-05      
MWEBV         All|All|All                            All                  All      -0.11034020695646385      -2.3892104072636755        -0.00014985855523175218    -0.7423096843417846        
Redshift      All|All|All                            All                  All      0.2836329626217164        -0.25420583729207635       -0.3074076334417475        -0.18890998231117662       
