#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           5697.469416019527     All      1.7940464165184782         0.13406559029736087        0.5337479257288077        -0.5168916483375474        
Zeropoint     AB|MEGACAMPSF|g           3653.6323124346873    All      -0.5808856903847823        0.26157566969260415        0.41284958384960974       0.2928409619103528         
Zeropoint     AB|MEGACAMPSF|z           6562.154791223642     All      0.3032382156242351         -0.018177160218080246      0.17750900043271234       -0.09677415074365919       
Zeropoint     AB|MEGACAMPSF|r           4659.232553107309     All      -0.5275224293569499        0.6237489499882898         -1.1168800731596717       0.3251657359356237         
Check         All|All|All               All                   All      0.9888765124009808         1.0012130497601746         0.007226436851457851      0.004340898764769896       
Lambda        AB|MEGACAMPSF|i           5697.469416019527     All      -0.00046130017399822066    -5.662512818728756e-05     -8.544648037308119e-05    0.00012800289185661924     
Lambda        AB|MEGACAMPSF|g           3653.6323124346873    All      -0.0006915762170068245     0.0002887493706281153      0.00035257319148872875    0.00033505801787260444     
Lambda        AB|MEGACAMPSF|z           6562.154791223642     All      -3.413972986613276e-05     2.018547373640039e-06      -2.036064341123892e-05    1.0869338466590576e-05     
Lambda        AB|MEGACAMPSF|r           4659.232553107309     All      -0.00021674028077057247    -0.00011370452575590507    -0.0012327794174119453    -2.1451148264094163e-05    
MWEBV         All|All|All               All                   All      -0.47400804191740065       -2.7417731774562526        0.07494969768575804       -0.7353410511257014        
Redshift      All|All|All               All                   All      2.319944490420245          0.6378320352297351         -3.879487277616478        -0.7210430658709991        
