#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          5013.821075804627     All      0.34259728059918904        0.3959742175426939         -0.27613610479164663      0.005063938301970439       
Zeropoint     AB|DECam|DECam_i          6091.166368822393     All      0.7998246303923594         0.08551287686877629        -0.3078446865853568       -0.24641253276409675       
Zeropoint     AB|DECam|DECam_z          7137.951129521315     All      0.5930081512308623         0.04042555227936617        0.6062961087214491        -0.15293812119109365       
Zeropoint     AB|DECam|DECam_g          3772.4159715797596    All      -0.7410519707556602        0.47548088233888564        -0.031209433387724417     0.3948720393226149         
Check         All|All|All               All                   All      0.9943780914667504         0.997393529029722          -0.008894116043278721     0.0005853236693949548      
Lambda        AB|DECam|DECam_r          5013.821075804627     All      -0.00018268609914056736    -4.922359544341011e-05     -0.001391118814134845     -1.8606115257106364e-05    
Lambda        AB|DECam|DECam_i          6091.166368822393     All      1.5622555435323363e-05     -1.0328730870325525e-06    -7.828702941650629e-05    -8.918811580591947e-06     
Lambda        AB|DECam|DECam_z          7137.951129521315     All      -0.00021315608209688776    -2.1117774253814255e-05    -0.0003443224515162929    4.718766514180501e-05      
Lambda        AB|DECam|DECam_g          3772.4159715797596    All      -0.000932524911965582      0.0006336713928526417      0.00015041179851149928    0.0005168738505584037      
MWEBV         All|All|All               All                   All      -0.4879549271421131        -2.9149880992999755        0.030938390184642728      -0.789183912932432         
Redshift      All|All|All               All                   All      5.514510767283275          -0.23277219763251367       4.064226219223266         -1.6907113918183065        
