#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3738.9774822688582    All      -1.9096025642585925       0.2675749922524062         -0.44222055348269174       0.6894440849133127         
Zeropoint     AB|MEGACAMPSF|z           5266.071757551198     All      1.3597830102338464        0.16487686942348034        -0.022397671541468656      -0.3902197465184193        
Zeropoint     AB|MEGACAMPSF|i           4572.219183579635     All      1.5417905661648876        0.5641957859836566         0.43455901634867067        -0.29904240877572097       
Check         All|All|All               All                   All      0.9919710121401417        0.9966476476595432         -0.030059208675489724      0.00018192961917240513     
Lambda        AB|MEGACAMPSF|r           3738.9774822688582    All      -0.0029036013201960173    0.00024774349657923273     -0.002094484127262636      0.0009330294760066022      
Lambda        AB|MEGACAMPSF|z           5266.071757551198     All      0.00012426691892115997    -1.570953168932954e-05     -0.00033598379239845364    -6.0588348589276114e-05    
Lambda        AB|MEGACAMPSF|i           4572.219183579635     All      -0.0005656699531366032    -0.00031705912319687123    -0.002622364123045622      -3.6043340364012515e-05    
MWEBV         All|All|All               All                   All      -0.13884222668287638      -1.989165685538019         0.00615238368658344        -0.6024366717557267        
Redshift      All|All|All               All                   All      7.388179897872277         0.9346876446691965         2.636982204514113          -1.9844383358907647        
