#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7549.4425046188135    All      0.4743515323406587         -0.1067802858925937        0.6042332099024605         -0.16232959885231768       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5369.160551791031     All      0.26290345329763765        0.42471456276595987        -0.9976363527436138        0.008187273336301981       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4388.737103685385     All      -1.0741169811851252        0.8016151583690956         0.16328788189778898        0.6182744558222208         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6161.265754264947     All      1.3385171494392452         -0.12318169327265593       0.23174302057049623        -0.46578177488395545       
Check         All|All|All                                All                   All      1.0016551538924163         0.9963677419698058         0.0016277596271319084      -0.0016496445777502977     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_2    7549.4425046188135    All      -0.00010300866494106117    1.9187159085644978e-05     -0.00025884448580602333    2.8252159436899338e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_2     5369.160551791031     All      -0.00010129496063081147    0.00018805157873590865     -0.0023189799543344722     -9.235737582118121e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_2     4388.737103685385     All      -0.0006498580411654744     0.00034101467205912986     -0.0007240158819804484     0.00029045033791312146     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_2    6161.265754264947     All      -6.52683423741509e-05      -2.3123317003526943e-05    -0.0006595161451010999     -1.5703155214406112e-05    
MWEBV         All|All|All                                All                   All      -0.840814385587092         -4.069950583342585         0.10938442715859864        -1.0469545704347771        
Redshift      All|All|All                                All                   All      5.185970891739371          -1.831493228044323         7.18436851823907           -1.9652135611677335        
