#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_i                5139.696781655369     All      1.1709748319338558         0.357487542832402          0.754474221377599         -0.23131085367189663      
Zeropoint     AB|PS|PS_r                4243.416809612923     All      -0.41843848434208775       0.5340608295307803         1.1787938941492548        0.3628645203163896        
Zeropoint     AB|PS|PS_g                3341.4516906491012    All      -0.5130354102725722        0.11843718306856488        -0.4905190005064508       0.18380178836213462       
Zeropoint     AB|PS|PS_z                5906.765723216458     All      0.7660348636150773         -0.007638147560129482      -1.3429519642442322       -0.31194053103474484      
Check         All|All|All               All                   All      1.005535800934273          1.0023474078716177         0.0997971507761708        0.003414923971882755      
Lambda        AB|PS|PS_i                5139.696781655369     All      -0.00022592906205149538    -4.043505122739765e-05     -0.0036752454881405485    -0.0001035878244466311    
Lambda        AB|PS|PS_r                4243.416809612923     All      -0.0003161755863341824     6.0611689415200295e-05     -0.0009807239331855284    7.89668068087835e-05      
Lambda        AB|PS|PS_g                3341.4516906491012    All      -0.0010615610827344622     0.00019429240197531365     -0.0013995553714773162    0.0003466170680186917     
Lambda        AB|PS|PS_z                5906.765723216458     All      -0.00010885403296347002    -3.0285315436233126e-05    0.0008202456088346573     6.219621040312214e-05     
MWEBV         All|All|All               All                   All      -0.42960312045222127       -2.4110405674168334        -0.17180347792886685      -0.653086163987253        
Redshift      All|All|All               All                   All      0.3698048620987531         -0.739290202866627         -19.33381307727453        -1.22404803145016         
