#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_i                5139.696781655369     All      1.2410837141464854         0.36215202458897977        0.34070866253696985       -0.2710927044918374        
Zeropoint     AB|PS|PS_r                4243.416809612923     All      -0.42533477677886933       0.5051159359943824         1.020766184340676         0.3486305146670764         
Zeropoint     AB|PS|PS_g                3341.4516906491012    All      -0.5671603930887034        0.11191101533682968        -0.6019547611844067       0.19433342219650468        
Zeropoint     AB|PS|PS_z                5906.765723216458     All      0.7376502282730323         0.01956933380977688        -0.7756817298314052       -0.2685176845114521        
Check         All|All|All               All                   All      0.9862387725519449         0.9987483097299688         -0.01616164413816623      0.0033535478602915725      
Lambda        AB|PS|PS_i                5139.696781655369     All      -2.8687461261002706e-05    -1.7545114289204784e-05    -0.003748960366807369     -0.00016366945383739797    
Lambda        AB|PS|PS_r                4243.416809612923     All      -0.000336458480291769      0.00012983599384934426     -0.0006439543329460521    0.00012315072655619028     
Lambda        AB|PS|PS_g                3341.4516906491012    All      -0.001016697878450018      0.00018612884120629638     -0.0011909779749445272    0.0003386523573579525      
Lambda        AB|PS|PS_z                5906.765723216458     All      -0.00043948405513422186    -2.260191667289108e-05     0.00012867416407411552    0.00014153436447540216     
MWEBV         All|All|All               All                   All      -0.46582352216559775       -2.410116711037169         -0.2542726234493803       -0.6446672763140511        
Redshift      All|All|All               All                   All      3.275858554250504          -0.058281696237116876      0.05501810489464758       -1.0835839642075096        
