#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|MEGACAMPSF|g 3375.8890459442746 All -0.2715908585839071 0.21484957622037726 1.3559112186660878 0.2189577432448008
Zeropoint AB|MEGACAMPSF|i 5284.558118814983 All 4.0409777055522325 1.148221792261456 16.310849907550157 -0.2143874514515978
Zeropoint AB|MEGACAMPSF|r 4319.523203018728 All -1.6252359585631386 0.6187829878784878 -0.4792014836094267 0.7095662355658421
Check All|All|All All All 2.1441508884051874 1.981854356360321 17.187559642606818 0.7141365273590451
