#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|g           3375.8890459442746    All      -0.4240276298563207        0.28715805470849176       1.5510294479665863        0.300871895418969          
Zeropoint     AB|MEGACAMPSF|i           5284.558118814983     All      2.574530810826337          0.6758902344639495        3.578109416226681         -0.4587751095567857        
Zeropoint     AB|MEGACAMPSF|r           4319.523203018728     All      -1.1493977001706974        0.040629897184985         -5.0695731044719          0.16139937525831669        
Check         All|All|All               All                   All      1.0011054807993185         1.0036781863574262        0.059565759721367684      0.0034961611205000243      
Lambda        AB|MEGACAMPSF|g           3375.8890459442746    All      -0.0007167535852170351     0.00037131441497712913    0.0017021968757338587     0.0004303807726937143      
Lambda        AB|MEGACAMPSF|i           5284.558118814983     All      0.000801110189452171       0.0002686788770189802     0.002004876734737441      -8.39619543238311e-05      
Lambda        AB|MEGACAMPSF|r           4319.523203018728     All      -0.00043254087029514745    -0.0001396011816405657    -0.0026234325632575606    -2.1651652283942676e-05    
MWEBV         All|All|All               All                   All      -0.35921001237770356       -2.341969266610988        0.8965404887307621        -0.6058414355951695        
Redshift      All|All|All               All                   All      -0.5776698427568396        -1.2128740407668204       -16.226569071209802       -0.931024156601213         
