#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           5060.887592841312    All      0.5972607442897989        0.09528141593833084        -0.3670812235661027       -0.17989233093811866       
Zeropoint     AB|MEGACAMPSF|r           3590.188552093765    All      -2.2105608967313453       0.060618784523391867       -0.48131804905848846      0.718318927861148          
Zeropoint     AB|MEGACAMPSF|i           4388.679443033503    All      2.6134622917567674        0.8440408482089268         0.8492278338943348        -0.538461638535608         
Check         All|All|All               All                  All      1.0001621393152207        0.9999410486706495         0.0008285612697436218     -3.504161257861238e-05     
Lambda        AB|MEGACAMPSF|z           5060.887592841312    All      0.00013185738102678275    1.3837155731058903e-05     -0.0001877604665470541    -4.682195739826393e-05     
Lambda        AB|MEGACAMPSF|r           3590.188552093765    All      -0.003992387573835564     4.80062959211849e-06       -0.002603868820904339     0.0011858169951022113      
Lambda        AB|MEGACAMPSF|i           4388.679443033503    All      -0.0004409709259937882    -0.00023933864088087993    -0.002464124860227489     -4.4284306429399905e-05    
MWEBV         All|All|All               All                  All      -0.28719278783566393      -1.8763867013964486        -0.029601033396259864     -0.5189736987413917        
Redshift      All|All|All               All                  All      11.593106343107065        1.55806131248859           5.741104006216954         -3.0125452057872155        
