#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4738.992454558188     All      -0.23598505694356092       0.3162389263149379         0.1473837220980464         0.1864545775849939         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7500.247980920386     All      0.1715322232350875         -0.02750747329436365       0.0371043957783081         -0.06317797860189672       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6177.707428680686     All      0.3382064926838204         -0.023171949024103355      -0.030888857809747105      -0.1190912753185209        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5299.98525226212      All      0.24095147442980644        0.13564376344312734        0.05255498743680361        -0.03195689827616841       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6337.766361241844     All      0.27823890379447896        -0.02172958243544798       -0.005526982086874425      -0.097956248461182         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4333.996945447699     All      -0.22086670843323292       0.14018951386294276        -0.07857370663270634       0.1141015063477182         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5361.13075980161      All      0.18888188484849056        0.08693443681080382        -0.014548366572296283      -0.03385686457918285       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6134.403817348549     All      0.5150284925472651         -0.03676464457651463       -0.006922696667563448      -0.1800461063736925        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5341.963011557692     All      0.1479528058115092         0.07615800977509579        0.030807754314945632       -0.022011118467513312      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3545.2184138900807    All      -0.16772579286952927       0.07363419738544152        -0.030241735905975363      0.07726933955565218        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7526.442109687899     All      0.12387977205101923        -0.01701957191961867       0.03162728359302408        -0.044484171374069584      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.050107004631     All      -0.16493218211527472       0.10260579404297587        -0.08126812120264752       0.08351929757442603        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7836.56880514216      All      0.09754597104868883        -0.015835731574487255      0.019490045943592334       -0.03606239945566903       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4338.122509798388     All      -0.31793368834605673       0.20732258404763115        -0.0710817486122637        0.16792119636280384        
Check         All|All|All                                All                   All      0.9947745917425116         0.9966982728584206         -8.402632535405019e-05     0.000622856517698861       
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4738.992454558188     All      -0.00012387678289075405    -5.806089600276046e-05     -0.000685409689770677      -9.148286843840121e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7500.247980920386     All      -3.595793716619982e-05     -5.721240822479066e-06     -0.00010566197702443085    5.133878010219455e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6177.707428680686     All      -6.864362669380033e-05     2.3209589275747424e-07     -6.119206908461114e-05     1.970436779217136e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5299.98525226212      All      2.6747585856827928e-05     3.560714234413891e-06      -0.0005303009255207419     -3.121762163477384e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6337.766361241844     All      -7.226091584252351e-05     1.5381902138458053e-06     -5.50924191202993e-05      2.1580275126022255e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4333.996945447699     All      -8.972664247375179e-05     4.338047363046543e-05      -7.004707466475305e-05     4.02314875814808e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5361.13075980161      All      4.77895932612232e-05       9.662922662393497e-06      -0.00018266124125755005    -2.057044320883194e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6134.403817348549     All      -0.0001131027336931476     -2.0184881561901957e-05    -0.00030171347174701515    1.6802314821467286e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5341.963011557692     All      3.836914444079584e-05      1.323109137071188e-05      -6.204868343986858e-05     -1.0957238664933537e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3545.2184138900807    All      -0.0002813232407400273     8.987123813371348e-05      -0.0001897289503255151     0.00011244352204532419     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7526.442109687899     All      -2.8634073928227134e-05    2.5001226182297218e-06     -1.7754336958589737e-05    9.349137584081453e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4335.050107004631     All      -9.280065878955904e-05     3.7535268250733596e-05     -0.0001231758289357036     3.695792784237826e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7836.56880514216      All      -6.428961505430505e-06     2.3605194716419613e-06     1.194229548523674e-05      3.3959529180944296e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4338.122509798388     All      -0.00019245397955736348    5.9824463410494645e-05     -0.0003227312209630128     6.777337644818417e-05      
MWEBV         All|All|All                                All                   All      -0.9639050366802366        -3.9905578829124266        -0.0003338446332477606     -0.9858953038915131        
Redshift      All|All|All                                All                   All      5.548198815923869          0.3394457342221102         3.494689309128068          -1.5407103082577245        
