#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
53695.36  16.97  0.013
53702.33  15.729  0.008
53703.36  15.701  0.008
53706.34  15.701  0.007
53707.36  15.733  0.008
53712.34  16.035  0.007
53716.36  16.463  0.009
53720.33  17.007  0.012
53721.34  17.16  0.013
53728.35  17.987  0.016
53730.36  18.215  0.011
53736.31  18.574  0.011
53738.35  18.642  0.015
53740.35  18.712  0.015
53741.32  18.724  0.014
53745.27  18.876  0.015
53748.27  18.927  0.031
53751.31  18.941  0.044
53752.3  19.031  0.052
53761.27  19.138  0.016
53762.28  19.214  0.018
53763.28  19.199  0.026
53764.29  19.217  0.019
53765.27  19.222  0.018
53771.25  19.32  0.017
53772.34  19.33  0.021
53774.24  19.356  0.019
53775.11  19.341  0.026
53778.26  19.444  0.053
53783.19  19.514  0.046
53784.26  19.481  0.038
53795.23  19.73  0.024
53798.24  19.783  0.025
53804.24  19.841  0.048
53805.17  19.757  0.051
53818.17  20.135  0.033
53819.19  20.176  0.03
53823.14  20.256  0.032
53831.12  20.282  0.052
53838.14  20.398  0.175
53840.1  20.51  0.121
53846.14  20.573  0.045
53858.04  20.851  0.056
53861.0  20.89  0.127
