#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_V
@MAGSYS  Linear_AB11_off
53694.57  17.202  0.101
53696.5  16.567  0.058
53698.51  16.178  0.056
53700.58  15.897  0.048
53707.42  15.659  0.044
53709.57  15.728  0.036
53711.54  15.814  0.041
53713.58  15.952  0.053
53716.48  16.149  0.044
53718.54  16.3  0.046
53720.5  16.407  0.056
53733.42  17.379  0.11
53740.47  17.718  0.084
53743.56  17.793  0.048
53745.49  17.902  0.094
53755.44  18.156  0.192
53758.47  18.285  0.07
53760.44  18.276  0.119
53765.45  18.439  0.058
53770.44  18.56  0.142
53774.44  18.661  0.151
53787.38  19.117  0.123
53790.37  19.093  0.091
53813.35  19.797  0.357
