#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4140.378272818474    All      1.813330861688375          0.87728401849958           0.07513951214146576       -0.30154812052945085       
Zeropoint     AB|MEGACAMPSF|r           3388.734618140238    All      -1.6644323657546432        -0.06721449119879708       -0.05686443424878567      0.5177288101184894         
Zeropoint     AB|MEGACAMPSF|z           4772.810032825584    All      0.8512261022559444         0.1893392185579046         -0.01761957263341951      -0.21638461405498968       
Check         All|All|All               All                  All      1.0001245981896763         0.9994087458586876         0.000655505259260579      -0.00020392446595116076    
Lambda        AB|MEGACAMPSF|i           4140.378272818474    All      0.0005876617011619685      0.0002888866179935137      -0.0008246592724572159    -0.00013412162980296205    
Lambda        AB|MEGACAMPSF|r           3388.734618140238    All      -0.0025606495219460696     -0.00011475187211345704    -0.0002979341664543318    0.0007834138987063092      
Lambda        AB|MEGACAMPSF|z           4772.810032825584    All      -0.00011471062292229394    -2.9462357287046984e-05    -0.0002005663869721597    1.881780801956387e-05      
MWEBV         All|All|All               All                  All      -0.4767378301349243        -1.7470696148837561        -0.014320511264933401     -0.41442791361307096       
Redshift      All|All|All               All                  All      -1.0772264746634916        -1.1165104608782173        -1.2285894863069553       -0.06762239278136105       
