#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh1_SAO_R 6325.331527959908 All -1.6221103784929989 -1.0119289893986423 -2.725885631111507 0.0771123966228274
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh1_SAO_V 5363.054826502474 All 0.7515768528803726 -0.4819851205177379 -2.1986362896436393 -0.4999267573548173
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh1_SAO_I 8200.626254680818 All 5877.89136722846 10.402366620010785 42828.94144117835 0.024748154066878914
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh1_SAO_U 3647.8955043722804 All -0.35124343608676023 -0.16758591936153522 -0.8168602141396186 0.02337057569644861
Zeropoint Linear_AB11_off|CfA2_FLWO|CfA2_4Sh1_SAO_B 4380.324427008603 All 4.041252340252126 2.24113422520917 18.84336902072105 0.2545353227347972
Check All|All|All All All 5880.710842607014 10.98200081594204 42842.04342806418 -0.12016030823386514
