#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3944.056308972804    All      -0.7169315978169907        0.5292424698117415         -0.024596334935867298      0.40482227027443596       
Zeropoint     AB|DECam|DECam_i          6368.307028425747    All      1.0078743552899834         -0.06765701956759074       -0.31331618688752016       -0.3643178151339298       
Zeropoint     AB|DECam|DECam_r          5241.943835214715    All      0.216217872297022          0.562744692531858          -0.07858328518217672       0.10936837464654          
Zeropoint     AB|DECam|DECam_z          7462.71922227569     All      0.48801870024725846        -0.024764512766850544      0.4196410433182256         -0.1483037101236196       
Check         All|All|All               All                  All      0.9951793300172732         0.9995656300091582         0.0031452363126613925      0.0015691196634265714     
Lambda        AB|DECam|DECam_g          3944.056308972804    All      -0.0007073509538718834     0.00039916694171842894     -0.000741191088884728      0.0003273533278218582     
Lambda        AB|DECam|DECam_i          6368.307028425747    All      -0.00033855805929402356    -7.695460298282519e-06     -0.0002127421987329975     9.827912630922489e-05     
Lambda        AB|DECam|DECam_r          5241.943835214715    All      -2.26552232087609e-05      2.9337087219786836e-06     -0.0009140281056844463     -3.24537193967523e-05     
Lambda        AB|DECam|DECam_z          7462.71922227569     All      -7.432748899247647e-05     -5.3551631015729296e-06    -0.00013739173379791623    1.6335393602797726e-05    
MWEBV         All|All|All               All                  All      -0.48100531665359947       -3.1336606580298465        0.10805476707323979        -0.8592351264779197       
Redshift      All|All|All               All                  All      5.1134634203376645         0.7628774174113673         -1.6943831738490622        -1.4927415302096476       
