#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_R
@MAGSYS  Linear_AB11_off
51348.27  17.148  0.045
51349.23  16.465  0.018
51350.21  15.961  0.031
51356.2  14.377  0.01
51357.22  14.226  0.01
51358.27  14.173  0.01
51359.22  14.066  0.01
51360.2  14.062  0.01
51361.23  14.058  0.01
51362.21  14.006  0.01
51363.2  13.99  0.01
51364.2  13.981  0.01
51365.21  13.97  0.01
51366.2  14.011  0.01
51367.2  14.012  0.01
51368.22  14.057  0.01
51369.2  14.101  0.01
51370.2  14.137  0.01
51372.22  14.33  0.01
51374.2  14.532  0.058
51376.22  14.698  0.01
51378.2  14.797  0.012
51382.19  14.873  0.01
51388.19  14.936  0.01
51391.19  15.026  0.01
51395.19  15.249  0.012
51398.18  15.474  0.012
51401.18  15.621  0.023
