#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5980.291367897142     All      1.1003011085711747         0.06286715207810545        -0.09767772599442726       -0.34228527848674456      
Zeropoint     AB|DECam|DECam_z          7008.021935312968     All      0.636930301307153          -0.002556364201389272      0.6989904476304654         -0.17710911211178126      
Zeropoint     AB|DECam|DECam_g          3703.7482322646365    All      -0.6307613042621111        0.3792441596170093         0.09212978516508485        0.33310333695333455       
Zeropoint     AB|DECam|DECam_r          4922.556548986858     All      -0.11335995271993438       0.5603564664777849         -0.6908384729951145        0.1886226542011038        
Check         All|All|All               All                   All      0.9931101528962823         0.9999114139715104         0.0026040338060084878      0.002331600555912472      
Lambda        AB|DECam|DECam_i          5980.291367897142     All      -0.00016604669944457457    -2.3080145107894297e-05    -0.00012822673710841627    4.0846739854341124e-05    
Lambda        AB|DECam|DECam_z          7008.021935312968     All      -0.0003949231892098874     -5.143778385107438e-06     -0.0005413838991521093     0.00010280450053450847    
Lambda        AB|DECam|DECam_g          3703.7482322646365    All      -0.0009181378963267519     0.0005118914142720117      -0.00022314670470690255    0.00045584958047358893    
Lambda        AB|DECam|DECam_r          4922.556548986858     All      -0.0003550208406454046     -0.0001271850313315849     -0.002998970183772565      -5.961664686091914e-05    
MWEBV         All|All|All               All                   All      -0.4753968545867915        -2.8394542775082243        0.09913008656903255        -0.7656275573490148       
Redshift      All|All|All               All                   All      6.635604695596978          0.10434907940410909        8.287046394779562          -1.7576320065498598       
