#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          5980.291367897142     All      1.0684473489391937         0.06212236936420368        -0.28740342059575047      -0.34061864762104493      
Zeropoint     AB|DECam|DECam_z          7008.021935312968     All      0.6325051624716603         -0.0007971245013393968     0.7059479523717611        -0.17478417508080407      
Zeropoint     AB|DECam|DECam_g          3703.7482322646365    All      -0.5994170094212004        0.39205534152699784        0.23488183321803976       0.33343686061858946       
Zeropoint     AB|DECam|DECam_r          4922.556548986858     All      -0.10776782903709753       0.5463158945531177         -0.6506142164625346       0.18402266317096025       
Check         All|All|All               All                   All      0.9937676729525562         0.9996964809429798         0.00281214853151579       0.002056701087700702      
Lambda        AB|DECam|DECam_i          5980.291367897142     All      -0.00010845502714446303    -1.2564186832719369e-05    -8.10519077677516e-05     2.7617827018749737e-05    
Lambda        AB|DECam|DECam_z          7008.021935312968     All      -0.00043567000475275297    -8.527325221333377e-06     -0.0006035712433542077    0.00011219981081169156    
Lambda        AB|DECam|DECam_g          3703.7482322646365    All      -0.0009790827616622429     0.0005895946260027725      -9.098988865276562e-05    0.0005069093722865103     
Lambda        AB|DECam|DECam_r          4922.556548986858     All      -0.0002758794907963041     -9.34051197813495e-05      -0.002506986967733524     -5.243740832721116e-05    
MWEBV         All|All|All               All                   All      -0.46857247958436155       -2.8437116225626724        0.08270321108827103       -0.7699702941560971       
Redshift      All|All|All               All                   All      6.921611106216305          -0.14366601306399218       8.925397203933272         -1.9030937141177324       
