#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
56284.45797  14.425  0.031
56284.45614  14.807  0.031
56284.45711  14.943  0.031
56284.45528  14.725  0.031
56285.37206  14.389  0.032
56285.37293  14.361  0.032
56285.37393  14.302  0.032
56285.37478  14.422  0.032
56286.37308  14.094  0.032
56286.37221  14.097  0.032
56286.37498  14.093  0.032
56286.37412  14.108  0.032
56288.37499  13.668  0.032
56288.37412  13.678  0.032
56288.37306  13.667  0.032
56288.3722  13.677  0.032
56293.37496  13.24  0.033
56293.37305  13.255  0.033
56293.3741  13.233  0.033
56293.37219  13.23  0.033
56310.37208  13.926  0.031
56310.37294  13.918  0.031
56310.37394  13.915  0.031
56310.3748  13.925  0.031
56312.40879  13.976  0.031
56312.40965  13.973  0.031
56312.40779  13.976  0.031
56312.40693  13.979  0.031
56313.40779  13.92  0.031
56313.4088  13.869  0.031
56313.40692  14.121  0.031
56313.40967  14.037  0.031
56314.40947  13.934  0.041
56315.40785  14.996  0.034
56315.40699  13.677  0.034
56315.40988  13.686  0.034
56315.40902  13.679  0.034
56316.42277  14.074  0.031
56316.4219  14.073  0.031
56317.40768  14.162  0.032
56317.40682  14.093  0.032
56317.40872  14.001  0.032
56317.40958  14.085  0.032
56318.40876  14.323  0.042
56318.40774  14.461  0.042
56318.40962  13.536  0.041
56319.40687  14.053  0.034
56319.40774  14.293  0.034
56323.41002  14.494  0.032
56323.40915  14.492  0.032
56323.40813  14.492  0.032
56323.40726  14.485  0.032
56325.40863  14.772  0.032
56325.40761  14.744  0.032
56325.40948  14.599  0.032
56325.40676  14.471  0.032
56328.30449  14.872  0.031
56328.30556  14.834  0.031
56329.30563  14.904  0.031
56329.30455  14.921  0.031
56330.30566  14.967  0.031
56330.30456  14.976  0.031
56331.30577  15.162  0.032
56331.30466  15.043  0.032
56333.30587  15.215  0.034
56333.30475  15.125  0.035
56334.3059  15.161  0.031
56334.30476  15.166  0.031
56337.30644  15.306  0.031
56337.30516  15.299  0.031
56353.33564  16.591  0.031
56353.33668  15.847  0.031
56354.3368  15.889  0.031
56354.33572  15.906  0.031
56355.33692  15.912  0.031
56355.3358  15.92  0.031
56356.29636  15.917  0.031
56356.29492  15.966  0.032
56357.29403  15.979  0.048
56357.29511  15.975  0.045
56363.29734  16.236  0.036
56365.29402  16.264  0.032
56365.29509  16.251  0.032
56367.29547  16.329  0.032
56377.25556  16.663  0.043
56386.25437  16.961  0.035
56386.2557  16.948  0.035
56387.25417  16.978  0.036
56387.25539  16.96  0.036
56389.25439  17.039  0.035
56397.15883  17.321  0.034
56400.1498  17.379  0.044
56400.14767  17.357  0.045
56402.14761  17.482  0.036
56402.14974  17.49  0.035
56403.14794  17.474  0.042
56403.15014  17.521  0.046
56405.1475  17.559  0.044
56405.14962  17.444  0.042
56409.13691  17.713  0.038
56409.13442  17.65  0.036
56411.13482  17.687  0.034
56411.13742  17.713  0.034
56431.12652  18.134  0.066
56431.12476  18.155  0.071
56432.12642  18.381  0.082
56434.12822  18.352  0.07
56434.13003  18.355  0.074
56440.13011  19.046  0.143
56443.12994  20.801  0.487
