#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
56285.36834  14.381  0.033
56285.37107  14.483  0.033
56285.37021  14.626  0.033
56285.3692  14.388  0.033
56286.37025  14.156  0.034
56286.36924  14.178  0.034
56286.36837  14.163  0.034
56286.37111  14.168  0.034
56288.37115  13.719  0.033
56288.36841  13.722  0.033
56288.37029  13.718  0.033
56288.36927  13.725  0.033
56290.37119  13.988  0.059
56290.36841  13.388  0.058
56290.37031  13.719  0.058
56290.36927  13.548  0.058
56293.37114  13.214  0.035
56293.36838  13.218  0.035
56293.36923  13.228  0.035
56308.38384  13.906  0.033
56308.38299  13.907  0.033
56315.40508  14.595  0.033
56315.40399  14.578  0.033
56315.40311  14.573  0.033
56315.40596  14.587  0.033
56316.4209  14.698  0.033
56316.41904  14.714  0.033
56316.41818  14.699  0.033
56316.42003  14.706  0.033
56317.40307  14.984  0.033
56317.40494  14.727  0.033
56317.40393  14.589  0.033
56317.4058  14.797  0.033
56318.40394  14.653  0.036
56318.40308  14.675  0.036
56318.40586  15.255  0.036
56318.405  14.88  0.036
56319.40308  16.012  0.041
56319.40583  14.67  0.036
56319.40497  14.652  0.036
56323.40396  15.33  0.033
56323.40309  15.343  0.033
56323.40532  15.352  0.033
56323.40621  15.31  0.033
56325.40387  15.401  0.033
56325.40302  15.342  0.033
56325.40489  15.561  0.033
56325.40574  15.518  0.033
56352.33473  16.358  0.033
56352.33363  16.317  0.033
56353.33458  16.279  0.033
56353.33352  16.247  0.033
56354.33355  16.298  0.033
56354.33464  16.32  0.033
56355.33471  16.31  0.033
56355.3336  16.317  0.033
56377.25038  16.764  0.037
56377.25236  16.723  0.037
56383.25028  16.802  0.033
56386.2503  16.924  0.033
56387.25223  16.892  0.033
56387.25033  16.84  0.033
56389.25041  16.904  0.032
56389.25237  16.923  0.032
56393.15545  17.647  0.034
56393.15299  16.584  0.033
56397.15613  17.058  0.033
56397.1533  17.066  0.033
56402.13991  17.189  0.032
56402.14375  17.175  0.032
56403.14396  17.199  0.034
56403.14  17.156  0.034
56411.12539  18.267  0.042
56425.13937  18.099  0.042
56430.11834  17.641  0.036
56431.12161  17.62  0.037
56431.11843  17.636  0.038
56432.11834  17.645  0.037
56432.12149  17.631  0.038
56434.1218  17.687  0.038
56434.12507  17.675  0.036
56443.12498  17.648  0.034
56443.12181  17.94  0.034
56445.12182  17.86  0.04
56449.14611  17.7  0.042
56449.14928  18.073  0.05
