#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            6543.735640084451    All      0.1423647609403621         0.03512409980483966        0.11474862950331399       -0.029811107131455516      
Zeropoint     AB|SDSS|SDSS_i            5503.948226907407    All      1.0967733980436494         0.3095820555078177         0.31559897169490814       -0.24233038547675223       
Zeropoint     AB|SDSS|SDSS_g            3473.391613304961    All      -1.0357873854825115        0.2189882540978516         0.12453429952243855       0.4142791005260382         
Zeropoint     AB|SDSS|SDSS_r            4538.684491257193    All      0.7920067272685297         0.43429831820862574        -0.5662078233804158       -0.14178465174691235       
Check         All|All|All               All                  All      0.9953575007700297         0.9979927276191347         -0.011325922659755072     0.00035295617091812836     
Lambda        AB|SDSS|SDSS_z            6543.735640084451    All      -4.512131797755679e-05     -2.225755125942743e-05     -0.000226450003887302     -2.6579426105638484e-06    
Lambda        AB|SDSS|SDSS_i            5503.948226907407    All      -0.00020207096326309146    -0.00010509792060989202    -0.0008598461882195116    -6.783675939046794e-06     
Lambda        AB|SDSS|SDSS_g            3473.391613304961    All      -0.001309726827349478      -6.80074184965377e-05      -0.0018609349716891491    0.00032142388199724004     
Lambda        AB|SDSS|SDSS_r            4538.684491257193    All      -0.0006681923285134458     -0.00045916132944731267    -0.00322783697014627      -7.595526574720063e-05     
MWEBV         All|All|All               All                  All      -0.7529231019837972        -2.6447966926335553        -0.07779659527857863      -0.619717174007467         
Redshift      All|All|All               All                  All      8.040536359310085          2.8812203669904335         13.783741431602147        -1.0654538814951653        
