#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3709.080823725534    All      -2.1973714671604085       0.19792832443066288        -0.09790888789356078       0.775858721156239          
Zeropoint     AB|MEGACAMPSF|i           4534.763189901281    All      2.5485680052235744        0.7404460467425267         0.1695210611236897         -0.5813998609469389        
Zeropoint     AB|MEGACAMPSF|z           5228.850195134297    All      0.6533685289910011        0.06178834735983685        -0.07079483519298879       -0.19585637591290025       
Check         All|All|All               All                  All      1.004565067054167         1.0001627185330264         0.0008173380371401251      -0.0013975157036001107     
Lambda        AB|MEGACAMPSF|r           3709.080823725534    All      -0.0036072545390548457    0.00020113389358041053     -0.0015944702315193403     0.0011693635214713703      
Lambda        AB|MEGACAMPSF|i           4534.763189901281    All      -0.000517085329527823     -0.00016891222664950083    -0.0010934269198292067     6.461681265854101e-05      
Lambda        AB|MEGACAMPSF|z           5228.850195134297    All      0.0001725077664818027     1.4504882945835134e-05     -1.0193884492771661e-05    -5.1921643554227134e-05    
MWEBV         All|All|All               All                  All      -0.18495473581914146      -1.9642261368071345        0.02467563081796076        -0.5784660715198477        
Redshift      All|All|All               All                  All      11.25730241311552         1.2372857861979725         0.07683791335710843        -3.2604201409731677        
