#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4531.99529521137     All      4.005521833594054         0.8801003657337603         1.056776509042967         -0.9708935133945953       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3784.544094554284    All      -3.005740731505626        0.1252511210825702         -0.994356922149997        0.9754934704409274        
Check         All|All|All                            All                  All      0.999781102088428         1.0053514868163305         0.06241958689297          0.004599957046332093      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4531.99529521137     All      -0.0005589493337064303    -0.00021163314118032548    -0.0020676703390411196    2.0861679504062347e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3784.544094554284    All      -0.002615952455641516     4.742631959220124e-05      -0.0017683194124326054    0.0007886381158731108     
MWEBV         All|All|All                            All                  All      -0.19751152772456093      -1.8484501183497315        0.04676040565358974       -0.5356783110914101       
Redshift      All|All|All                            All                  All      13.113066872692848        2.1638047368821134         9.448025539915728         -3.144912911023544        
