#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N1_I 8208.259997382691 All 0.021772125087151484 0.03263815879796006 0.03013625831518496 0.004884267459279779
Zeropoint Linear_AB11_off|LOSS|LOSS_N1_R 6355.814607532425 All 0.17013859775958518 0.25599441118563604 0.05640877175523906 0.03048332741254678
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_I 7930.267452160784 All 0.2923282473348996 -0.15755703130746834 0.017466185998755046 -0.1457630003780256
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_V 5405.83467772338 All 0.09717561040686473 1.0530385216585296 -1.478466289599209 0.24537883699562646
Zeropoint Linear_AB11_off|LOSS|LOSS_N1_B 4411.719639291858 All -0.14588611369129953 -0.02146599203974997 -0.012999465080673511 0.039947620500161984
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_B 4385.816773751232 All -0.5839013290539046 0.2894173464810157 0.11929876905916426 0.2897923800964254
Zeropoint Linear_AB11_off|LOSS|LOSS_N1_V 5372.475507367399 All 0.022264450995134216 0.15979346617685142 0.14688101391404795 0.05135234986577908
Zeropoint Linear_AB11_off|LOSS|LOSS_K3_R 6413.544440645529 All 0.794961091520092 -0.258875389921017 -0.30513451961142546 -0.3568859643739004
Check All|All|All All All 0.6688526803585233 1.3529834910317575 -1.4264092752489166 0.1591898175778934
