#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           4633.05786397199     All      1.2205630240732408        0.33431836621140576        0.11918287371768255        -0.28336045738192595      
Zeropoint     AB|MEGACAMPSF|r           3285.164718549533    All      -1.2695434576361204       -0.07369312757763424       -0.05591857180196058       0.38703240577251385       
Zeropoint     AB|MEGACAMPSF|i           4020.884544471632    All      1.0473809348967238        0.739204644756164          -0.05284506121198407       -0.10274138877088002      
Check         All|All|All               All                  All      0.9984005013338444        0.9998298833899355         0.010419240703737898       0.0009305596197078936     
Lambda        AB|MEGACAMPSF|z           4633.05786397199     All      4.229673163082775e-05     -3.026492720825302e-07     -0.00023498031203969316    -2.436211193887565e-05    
Lambda        AB|MEGACAMPSF|r           3285.164718549533    All      -0.0021669283371901086    -0.00015706170401277964    -0.0007019233741985766     0.0006233560687010177     
Lambda        AB|MEGACAMPSF|i           4020.884544471632    All      0.0005989856767619903     0.0004242326044102212      0.00034979868635579215     -4.131291606548064e-05    
MWEBV         All|All|All               All                  All      -0.5114107895643689       -1.6594284610372156        -0.023607485645654736      -0.37500061791736206      
Redshift      All|All|All               All                  All      2.280705707057097         0.09426440790072377        -0.7263119249855343        -0.7446078282994761       
