#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1 7571.827438687246 All -0.2830785096867221 -0.1682624789542304 -1.917107667040396 -0.048152351678189764
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1 5385.0645890881 All 30745.135805688344 10.766772901032812 224344.84255232796 0.28481983114648324
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1 6219.20938564121 All 13468.580256895368 9.140276112498766 98239.7467371589 -0.19370612120443012
Zeropoint Linear_AB11_off|CalanTololo|Bessell12_R 6490.120964984454 All 0.8317840067095383 0.3877087106504504 1.4184905696723558 -0.08134921433679973
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1 4349.892901238536 All -6.033760410589943 -0.7581326303119571 -16.91243570959672 0.9637212013235295
Check All|All|All All All 44208.23100767014 19.368362614915846 322567.1782366799 0.9253333452505931
