#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          5616.68280833258      All      0.5234302697028858         0.17339970462586507        -1.6933917455458212       -0.18958476684586262       
Zeropoint     AB|DECam|DECam_z          6581.926181019976     All      1.0336243608255251         0.041337495340343366       1.0618287790880225        -0.27583593574922566       
Zeropoint     AB|DECam|DECam_g          3478.556100832237     All      -0.49481782231567617       0.24268915705647487        -0.07497844421709068      0.2368843428385699         
Zeropoint     AB|DECam|DECam_r          4623.2594769812185    All      -0.06978679967355084       0.5418735109024908         0.709889308086884         0.23091698559737617        
Check         All|All|All               All                   All      0.992450008539184          0.9992998679251741         0.0033478974119947047     0.0023806258408577974      
Lambda        AB|DECam|DECam_i          5616.68280833258      All      -0.00012618942042855275    -3.813331331270162e-05     -0.00048608960596819      6.990824461957364e-06      
Lambda        AB|DECam|DECam_z          6581.926181019976     All      -0.0003638795051852308     -1.5841745478621606e-05    -0.0006219053124366048    8.561457065237599e-05      
Lambda        AB|DECam|DECam_g          3478.556100832237     All      -0.0007771880875063214     0.00035833442217471644     -0.0002563590078392988    0.0003584369138785192      
Lambda        AB|DECam|DECam_r          4623.2594769812185    All      -0.00018793554639972293    -0.0001642328044046938     -0.0014984832272921962    -5.9149661284691135e-05    
MWEBV         All|All|All               All                   All      -0.47861389110946506       -2.5742901979533883        -0.04235743723968177      -0.6845209367250032        
Redshift      All|All|All               All                   All      5.443554510308153          0.09706452493674078        1.0181077721119498        -1.6960942086619137        
