#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_i          5616.68280833258      All      0.611970775077866          0.1431668364020311         -1.385658678951293        -0.21454044875966194       
Zeropoint     AB|DECam|DECam_z          6581.926181019976     All      1.154273119359999          0.014567173738555539       1.0518991506191704        -0.3242982938067157        
Zeropoint     AB|DECam|DECam_g          3478.556100832237     All      -0.6419131415816017        0.2579022061276248         -0.31097504812280796      0.2792220736535511         
Zeropoint     AB|DECam|DECam_r          4623.2594769812185    All      -0.0944314221411251        0.5733078381457091         0.6779278423097057        0.24775745103689378        
Check         All|All|All               All                   All      1.0298993307151383         0.9889440544139205         0.03319326585477511       -0.011859217875932748      
Lambda        AB|DECam|DECam_i          5616.68280833258      All      -0.00019102613592626692    -8.63381138567191e-05      -0.0007135085015746386    2.259725522417696e-06      
Lambda        AB|DECam|DECam_z          6581.926181019976     All      -0.00041042622961554986    -1.1368208760105933e-05    -0.0008941203422018041    9.008584168527583e-05      
Lambda        AB|DECam|DECam_g          3478.556100832237     All      -0.0007536165437171095     0.00024307454056817095     -0.000494750979261042     0.00030257661241906114     
Lambda        AB|DECam|DECam_r          4623.2594769812185    All      -0.00017791386224210392    -0.0002675415391604545     -0.0018381575990050617    -0.00011122321432639871    
MWEBV         All|All|All               All                   All      -0.47162692863855105       -2.5807774226944247        -0.008436511926712686     -0.6873961876839848        
Redshift      All|All|All               All                   All      6.745944389387288          0.9191024337035003         8.687896316951804         -1.510293211811528         
