#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5286.347306679       All      -1.97505374099326          1.9798531208380155         -0.3957640213428232       1.2705821468753449        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6330.406126644453    All      2.9728926134373372         -0.9756805011919667        0.40049876520960315       -1.2683077471646869       
Check         All|All|All                            All                  All      0.9978388724440774         1.0041726196460488         0.004734743866779967      0.002274399710658015      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5286.347306679       All      -0.00018854743747604024    -3.5109131403355115e-05    -0.0010688379859236543    2.282573941740865e-06     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6330.406126644453    All      -0.0006965168357249349     7.277683850281029e-05      -0.001006591204517611     0.00020566471635466855    
MWEBV         All|All|All                            All                  All      -0.5403547334424306        -3.0323261242653388        -0.007978203811642715     -0.812073096008177        
Redshift      All|All|All                            All                  All      2.837902046740603          0.9791810203338969         -1.3793793340809073       -0.6670019528259905       
