#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4162.998504009713    All      -2.8543569717460446        0.6629749558035414        -0.3364362060210846        1.1306971229070677         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4985.194824732506    All      3.847752481321473          0.3396389292701585        0.34011692153994577        -1.127530141303043         
Check         All|All|All                            All                  All      0.9933955095754279         1.0026138850736999        0.0036807155188611773      0.0031669816040247323      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4162.998504009713    All      -0.0009472765972480179     5.57351511338428e-05      -0.0026229785631783947     0.0002096624381845018      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4985.194824732506    All      -1.7098079284014824e-05    -4.040737618572556e-05    -0.00046245205869945515    -2.8229716268252802e-05    
MWEBV         All|All|All                            All                  All      -0.038634048289043044      -2.1606611045593027       0.01640769955291166        -0.6904818245705248        
Redshift      All|All|All                            All                  All      7.028829708390383          0.9191907607275951        2.8987880515048303         -1.8607508093181193        
