#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3510.59988590936     All      -1.7007401197895995       0.0506039764751165         -0.009000800726531893     0.5700687252655313         
Zeropoint     AB|MEGACAMPSF|i           4293.14201215449     All      1.494548614517952         0.705549476409395          -0.3145483734970159       -0.27103982582333824       
Zeropoint     AB|MEGACAMPSF|z           4944.483873064346    All      1.2052622113315952        0.2426894083042086         0.3222179305274134        -0.2991625233046029        
Check         All|All|All               All                  All      0.9990707060599479        0.9988428611887201         -0.0013312436961344098    -0.00013362386240983737    
Lambda        AB|MEGACAMPSF|r           3510.59988590936     All      -0.0020646206685564785    2.976252259065025e-05      -0.000671683939509886     0.0006522353392294054      
Lambda        AB|MEGACAMPSF|i           4293.14201215449     All      -0.0003408121115545935    -0.00014643480456721868    -0.0021739200100617737    -3.369698188634797e-05     
Lambda        AB|MEGACAMPSF|z           4944.483873064346    All      -3.803756056173665e-05    -1.1881371344527082e-05    -0.0001731312729635858    7.938777919212753e-07      
MWEBV         All|All|All               All                  All      -0.3198635713732987       -1.8085904880022596        0.01996174641744327       -0.48403653334520236       
Redshift      All|All|All               All                  All      7.080216488678671         1.0246580964464513         -2.160702971527264        -2.068916840173112         
