#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1 4198.682338481197 All 0.27424811326690146 -0.7427596012484621 -4.243032380288232 -0.5206199187670526
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1 5197.869486705514 All 581622.0777078883 12.939350436412525 4245312.090563711 -0.45014665260194964
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1 7308.6162943900235 All 0.6253612090372513 0.4256010138660482 6.279684132956502 0.2151649938253543
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1 6003.017821283206 All 1.5357451249094218 -0.5415794700870427 -3.8910976948998894 -0.8502947814976383
Check All|All|All All All 581624.5130623356 12.08061237894307 4245310.236117769 -1.6058963590412862
