#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_r            5009.050706785368     All      0.7861845721655721         0.4208291533602804         0.2080897398714037         -0.1097221903722832       
Zeropoint     AB|SDSS|SDSS_z            7221.895176040823     All      0.09899976809210073        0.008085796615198149       0.09056774364388843        -0.02557204905462211      
Zeropoint     AB|SDSS|SDSS_i            6074.349474877022     All      1.1932354149875248         0.06917421986560868        -0.05852709242990322       -0.36875550709603033      
Zeropoint     AB|SDSS|SDSS_g            3833.3562839809365    All      -1.0807022873758396        0.5005351400933833         -0.24101702338461886       0.5043055684904006        
Check         All|All|All               All                   All      0.9977174678693584         0.9986243099344705         -0.0008866322992299447     0.0002558219674649864     
Lambda        AB|SDSS|SDSS_r            5009.050706785368     All      3.182418248645364e-05      -2.1009713885133203e-05    -0.000948383619374676      -5.953174339606432e-05    
Lambda        AB|SDSS|SDSS_z            7221.895176040823     All      -2.1768144382428172e-05    -3.5284913424768274e-06    -3.8693089267931274e-05    4.214560198776795e-06     
Lambda        AB|SDSS|SDSS_i            6074.349474877022     All      -2.428830013071717e-05     -2.3333177276968297e-05    -0.00023007914330993776    -9.956260514564367e-06    
Lambda        AB|SDSS|SDSS_g            3833.3562839809365    All      -0.0015205313563465249     0.0004367953424745219      -0.0017622867800518556     0.0005589229348384178     
MWEBV         All|All|All               All                   All      -0.5481303317580832        -3.091002986882607         0.11141815327158155        -0.8233252013440773       
Redshift      All|All|All               All                   All      5.059637707012345          0.7477462180938588         5.313400377218368          -1.1674122596871563       
