#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_g                4605.487795020618    All      -0.9663520569326773        1.0237470514970148         0.883935974413993         0.6876867546985046         
Zeropoint     AB|PS|PS_z                8141.233201858756    All      0.3182563111859377         -0.08598153787726659       0.4238334051992333        -0.11275982819247862       
Zeropoint     AB|PS|PS_i                7083.990130475992    All      0.9493328902217133         -0.17020662678888243       1.249459959111622         -0.30891319303332365       
Zeropoint     AB|PS|PS_r                5848.656851914947    All      0.69466736115477           0.2297373249197321         -2.5750760828356283       -0.266356827225902         
Check         All|All|All               All                  All      0.995904505629744          0.9972962117505979         -0.017846744110780133     -0.0003430937531996858     
Lambda        AB|PS|PS_g                4605.487795020618    All      -8.27324793198051e-05      -3.36110970303591e-05      -0.0004387317639955564    -3.5781333478648952e-06    
Lambda        AB|PS|PS_z                8141.233201858756    All      0.00010958464629518097     -1.4707391885363044e-05    0.00038438984441513185    -2.3332452604453078e-05    
Lambda        AB|PS|PS_i                7083.990130475992    All      -0.0006704718052646965     8.903798824393774e-05      -0.001522183675923439     0.00017946926055606614     
Lambda        AB|PS|PS_r                5848.656851914947    All      -0.00016083737954783418    -2.1987514540579857e-05    -0.0004623296268307018    2.4596321215455425e-05     
MWEBV         All|All|All               All                  All      -0.639982338615324         -3.8662347987047596        0.21842354309008577       -1.041149327259314         
Redshift      All|All|All               All                  All      6.370339631891093          -0.1083630535595681        8.921476525380092         -1.71220208517055          
